Time (sec),Linear Velocity (cm/s),Angular Velocity (RPM),Linear Displacement (centimeter),Angular Displacement (deg),Force (dyne),Torque (dyne-cm),Hydraulic ForceX (dyne),Hydraulic ForceY (dyne),Hydraulic ForceZ (dyne),Hydraulic TorqueX (dyne-cm),Hydraulic TorqueY (dyne-cm),Hydraulic TorqueZ (dyne-cm)
0.699,0,100,0,59.4,0,-3.80889,0.0271358,-0.0323837,0.612007,-0.404367,0.100489,-3.82664
0.702,0,100,0,61.2,0,-3.82664,0.159003,0.107563,0.627576,-0.359979,0.261142,-3.93773
0.705,0,100,0,63,0,-3.93773,-0.0198199,-0.0681608,0.749666,-0.581893,0.133468,-3.81504
0.708,0,100,0,64.8,0,-3.81504,-0.063389,-0.060458,0.61466,-0.287598,-0.0727442,-3.26994
0.711,0,100,0,66.6,0,-3.26994,-0.0295533,0.121402,0.504043,-0.324849,0.0130119,-3.2177
0.714,0,100,0,68.4,0,-3.2177,-0.110844,0.0635226,0.522688,-0.367815,0.00805567,-4.16438
0.717,0,100,0,70.2,0,-4.16438,-0.0506466,0.0273781,0.752267,0.0266416,-0.0981847,-3.81268
0.72,0,100,0,72.0001,0,-3.81268,0.0052758,0.121982,0.881991,-0.340933,-0.0043707,-3.73399
0.723,0,100,0,73.8001,0,-3.73399,0.0370156,0.156798,0.804604,0.0899835,0.132187,-3.76869
0.726,0,100,0,75.6001,0,-3.76869,0.054322,-0.0281924,0.773612,-0.140183,0.00664262,-4.00133
0.729,0,100,0,77.4001,0,-4.00133,-0.0906359,-0.143454,0.843647,-0.168862,-0.220454,-3.56094
0.732,0,100,0,79.2001,0,-3.56094,-0.256273,-0.162882,0.91406,-0.250071,-0.443578,-3.93239
0.735,0,100,0,81.0001,0,-3.93239,-0.221847,0.039202,0.877016,-0.291957,-0.399855,-4.27817
0.738,0,100,0,82.8001,0,-4.27817,-0.110114,-0.0568319,0.888838,0.0362155,-0.161309,-4.32016
0.741,0,100,0,84.6001,0,-4.32016,0.0486284,-0.0109495,0.869833,0.181794,-0.175433,-4.39458
0.744,0,100,0,86.4001,0,-4.39458,0.155055,0.0114339,0.843915,0.201759,-0.161223,-4.34511
0.747,0,100,0,88.2001,0,-4.34511,0.205034,0.0639769,1.33659,0.165409,0.164205,-5.64294
0.75,0,100,0,90.0001,0,-5.64294,0.0757442,-0.130879,1.37977,-0.26756,-0.255193,-5.2874
0.753,0,100,0,91.8,0,-5.2874,-0.0394132,-0.194087,1.53154,-0.0657612,-0.385992,-6.69041
0.756,0,100,0,93.6,0,-6.69041,0.092191,0.0870698,1.59775,-0.354704,0.0781062,-6.59958
0.759,0,100,0,95.4001,0,-6.59958,-0.173882,0.175477,1.55941,-0.789111,-0.0153865,-6.05143
0.762,0,100,0,97.2001,0,-6.05143,-0.041029,0.0922573,1.66092,0.0597027,-0.00766903,-5.96043
0.765,0,100,0,99.0001,0,-5.96043,0.113695,0.169726,1.97247,0.358249,0.711721,-6.59915
0.768,0,100,0,100.8,0,-6.59915,0.119655,0.0196684,1.8466,0.431451,0.142125,-6.58148
0.771,0,100,0,102.6,0,-6.58148,-0.0342715,0.0538848,2.28252,0.238448,0.364934,-7.85743
0.774,0,100,0,104.4,0,-7.85743,-0.0155397,0.0495384,2.55019,0.140333,0.0594196,-8.44024
0.777,0,100,0,106.2,0,-8.44024,0.0303598,-0.0161744,3.07106,0.179945,-0.36971,-9.41691
0.78,0,100,0,108,0,-9.41691,0.0346463,0.0884411,2.71439,0.775395,0.0428296,-9.76348
0.783,0,100,0,109.8,0,-9.76348,-0.0529051,0.0456808,2.91975,-0.184468,-0.258078,-11.1289
0.786,0,100,0,111.6,0,-11.1289,-0.0449498,0.0495937,2.63237,-0.390049,-0.34501,-11.472
0.789,0,100,0,113.4,0,-11.472,-0.089925,-0.00646782,2.43009,-0.680194,-0.623466,-12.1203
0.792,0,100,0,115.2,0,-12.1203,0.0250913,0.0149364,1.87051,0.0497655,0.384622,-10.9723
0.795,0,100,0,117,0,-10.9723,0.0157863,-0.00593829,1.74353,0.0447816,0.206889,-11.8941
0.798,0,100,0,118.8,0,-11.8941,-0.0197623,-0.00568007,1.40509,0.00661744,0.0905523,-16.3555
0.801,0,100,0,120.6,0,-16.3555,0.0804471,0.238584,1.16024,0.88611,0.698542,-13.522
0.804,0,100,0,122.4,0,-13.522,-0.0202705,0.0722084,1.17433,0.585132,0.0572154,-10.5007
0.807,0,100,0,124.2,0,-10.5007,0.000871841,0.0712762,1.23731,0.00256963,0.0483228,-9.05135
0.81,0,100,0,126,0,-9.05135,0.0245589,0.0426828,1.13954,0.0639573,-0.203042,-8.23996
0.813,0,100,0,127.8,0,-8.23996,-0.0853739,-0.0458611,1.59084,0.295894,-0.754263,-8.03844
0.816,0,100,0,129.6,0,-8.03844,-0.0296401,0.0180131,1.56149,0.359513,-0.0700847,-7.50099
0.819,0,100,0,131.4,0,-7.50099,0.0303573,0.0652381,1.42693,0.168384,-0.135742,-6.71631
0.822,0,100,0,133.2,0,-6.71631,-0.0198599,0.029453,1.39207,0.201066,-0.418775,-6.48809
0.825,0,100,0,135,0,-6.48809,-0.114882,0.0535582,1.46831,0.0375074,-0.231133,-6.31466
0.828,0,100,0,136.8,0,-6.31466,0.0776617,-0.00758172,1.54627,0.306893,0.067086,-5.98333
0.831,0,100,0,138.6,0,-5.98333,0.0930558,0.0230297,1.17485,0.10643,-0.203524,-5.58211
0.834,0,100,0,140.4,0,-5.58211,-0.00883107,-0.108099,1.53299,0.444847,-0.521412,-5.73414
0.837,0,100,0,142.2,0,-5.73414,0.0679018,-0.118894,1.33688,0.47183,0.0862709,-5.67786
0.84,0,100,0,144,0,-5.67786,0.0969923,0.0682732,1.36025,-0.0116479,0.168451,-5.02689
0.843,0,100,0,145.8,0,-5.02689,-0.0610965,0.109079,1.25547,-0.0307589,-0.0170871,-4.91172
0.846,0,100,0,147.6,0,-4.91172,0.0354511,0.0697196,1.23619,-0.0873232,-0.0727879,-4.91523
0.849,0,100,0,149.4,0,-4.91523,-0.0364244,-0.0467483,1.29197,-0.00950455,-0.431057,-4.72781
0.852,0,100,0,151.2,0,-4.72781,-0.0132097,-0.0642803,1.13468,0.153075,-0.340001,-4.48959
0.855,0,100,0,153,0,-4.48959,0.0365591,-0.0292583,1.4136,0.313004,-0.363745,-4.99789
0.858,0,100,0,154.8,0,-4.99789,0.123339,-0.09162,1.27824,0.646449,-0.52828,-4.91367
0.861,0,100,0,156.6,0,-4.91367,0.0163477,-0.0188545,1.13623,0.204014,-0.0738588,-4.24007
0.864,0,100,0,158.4,0,-4.24007,0.0641091,-0.0726916,0.939078,0.0992176,-0.0334901,-4.21242
0.867,0,100,0,160.2,0,-4.21242,-0.0388203,-0.0269814,0.909358,-0.0899681,0.0307028,-3.94081
0.87,0,100,0,162,0,-3.94081,0.144147,0.0456514,0.873585,0.141728,0.20362,-3.95353
0.873,0,100,0,163.8,0,-3.95353,-0.0702667,0.1379,0.767764,-0.0174768,0.225725,-3.41539
0.876,0,100,0,165.6,0,-3.41539,-0.117196,0.144095,0.785862,0.0170953,0.0646459,-4.10862
0.879,0,100,0,167.4,0,-4.10862,0.198982,0.0526872,0.66232,-0.0390153,0.00623367,-3.7742
0.882,0,100,0,169.2,0,-3.7742,0.0850846,-0.0968528,0.930671,-0.0038011,0.0712174,-3.98108
0.885,0,100,0,171,0,-3.98108,0.126316,-0.0549158,0.934219,0.305242,0.173248,-3.69694
0.888,0,100,0,172.8,0,-3.69694,0.00230238,0.0325673,0.953096,-0.353316,0.0983137,-3.88331
0.891,0,100,0,174.6,0,-3.88331,-0.11382,-0.128945,0.963605,-0.299905,0.029549,-4.03164
0.894,0,100,0,176.4,0,-4.03164,-0.104839,-0.00455687,0.902531,0.00753457,-0.205957,-4.18618
0.897,0,100,0,178.2,0,-4.18618,0.225746,-0.0367535,0.852685,-0.240035,-0.0701331,-4.03979
0.9,0,100,0,180,0,-4.03979,0.10552,-0.0412073,0.751368,-0.320188,0.0661695,-3.66074
0.903,0,100,0,181.8,0,-3.66074,0.0633877,-0.0978088,0.797545,-0.356183,0.1433,-4.33944
0.906,0,100,0,183.6,0,-4.33944,0.16797,-0.059555,0.706491,-0.817485,0.38221,-3.87383
0.909,0,100,0,185.4,0,-3.87383,-0.0205475,0.0423562,0.81334,-0.222072,0.0581902,-3.2707
0.912,0,100,0,187.2,0,-3.2707,-0.00359623,0.16732,0.695647,-0.312316,0.143506,-3.43906
0.915,0,100,0,189,0,-3.43906,0.0318649,0.229676,0.903963,-0.0406548,0.202619,-4.98344
0.918,0,100,0,190.8,0,-4.98344,0.0338272,0.10469,1.01747,0.142948,0.0441394,-3.8077
0.921,0,100,0,192.6,0,-3.8077,0.043818,0.0867737,0.952569,-0.0577627,-0.139101,-3.84225
0.924,0,100,0,194.4,0,-3.84225,-0.00573859,0.13681,0.900282,0.0781944,0.0158078,-3.81955
0.927,0,100,0,196.2,0,-3.81955,0.0220135,-0.0508408,1.1036,0.14744,0.0427873,-3.959
0.93,0,100,0,198,0,-3.959,-0.224998,-0.236848,1.19715,-0.382779,-0.609483,-4.12796
0.933,0,100,0,199.8,0,-4.12796,-0.105109,-0.187878,1.16535,-0.0866536,-0.583491,-3.84668
0.936,0,100,0,201.6,0,-3.84668,-0.0944891,0.0157696,1.14943,0.172592,-0.191289,-4.42532
0.939,0,100,0,203.4,0,-4.42532,-0.188288,-0.0800381,1.00318,-0.413708,-0.136548,-4.16989
0.942,0,100,0,205.2,0,-4.16989,0.041049,-0.100224,1.0326,-0.119103,0.0286686,-4.82606
0.945,0,100,0,207,0,-4.82606,-0.0245409,-0.0161972,1.03316,-0.417735,-0.0580555,-4.66677
0.948,0,100,0,208.8,0,-4.66677,0.268014,-0.0822796,1.43008,0.309585,-0.24447,-5.19716
0.951,0,100,0,210.6,0,-5.19716,0.0893215,-0.0526013,1.45712,-0.0197908,-0.116963,-5.27176
0.954,0,100,0,212.4,0,-5.27176,-0.190127,0.103042,1.62616,-0.613592,-0.0108614,-6.16579
0.957,0,100,0,214.2,0,-6.16579,-0.127097,0.0166594,1.85422,-0.873294,-0.563895,-5.946
0.96,0,100,0,216,0,-5.946,-0.177722,0.323988,1.67088,-0.956441,0.196838,-6.46123
0.963,0,100,0,217.8,0,-6.46123,-0.039885,0.0530889,2.09722,0.0918996,0.304602,-6.59868
0.966,0,100,0,219.6,0,-6.59868,-0.0248468,0.00842133,2.05616,-0.0622149,-0.0639775,-6.87133
0.969,0,100,0,221.4,0,-6.87133,0.00895989,-0.0944907,2.01884,-0.41436,-0.49189,-7.21163
0.972,0,100,0,223.2,0,-7.21163,-0.0757693,-0.0495364,2.43579,-0.319915,-0.0155948,-8.39949
0.975,0,100,0,225,0,-8.39949,0.113711,-0.0155383,2.9043,0.184988,0.0540448,-9.00176
0.978,0,100,0,226.8,0,-9.00176,0.0092371,0.0116475,2.96191,0.200444,0.309368,-9.57123
0.981,0,100,0,228.6,0,-9.57123,0.0204083,0.0851197,2.77307,-0.0585454,0.194794,-10.1711
0.984,0,100,0,230.4,0,-10.1711,0.0173521,0.0131585,2.60081,-0.242277,-0.335042,-11.5149
0.987,0,100,0,232.2,0,-11.5149,0.000780066,0.105281,2.31286,0.00925348,0.0475682,-12.1007
0.99,0,100,0,234,0,-12.1007,-0.112146,0.0698108,1.90337,-0.603891,0.334318,-12.2244
0.993,0,100,0,235.8,0,-12.2244,-0.0606285,0.0823457,1.73353,-0.451091,0.74769,-11.4998
0.996,0,100,0,237.6,0,-11.4998,0.0359104,0.0673419,1.28961,0.536924,0.438651,-13.4486
0.999,0,100,0,239.4,0,-13.4486,0.0288029,0.2095,0.751749,0.53311,0.820937,-20.3654
1.002,0,100,0,241.2,0,-20.3654,-0.0513744,0.0871081,0.594209,0.960582,0.0568065,-13.2621
1.005,0,100,0,243,0,-13.2621,0.00240993,-0.0303232,0.478625,0.743438,-0.338684,-10.1447
1.008,0,100,0,244.8,0,-10.1447,0.0377991,0.0449278,0.4852,0.836609,-0.0573643,-9.03235
1.011,0,100,0,246.6,0,-9.03235,0.101105,0.160458,0.880869,0.710191,-0.220916,-8.27312
1.014,0,100,0,248.4,0,-8.27312,-0.0567343,0.0487578,1.05821,0.153539,-0.427684,-7.74742
1.017,0,100,0,250.2,0,-7.74742,0.057208,0.0858397,1.16527,0.340941,-0.151723,-7.30419
1.02,0,100,0,252,0,-7.30419,0.0315672,0.1007,1.25463,0.304127,0.00333599,-6.49568
1.023,0,100,0,253.8,0,-6.49568,0.0759665,0.0524052,1.08244,0.0790399,-0.36747,-6.32128
1.026,0,100,0,255.6,0,-6.32128,0.0494498,-0.026777,1.2675,-0.0487406,-0.308617,-5.7833
1.029,0,100,0,257.4,0,-5.7833,0.0512131,0.0124624,1.18442,0.223642,0.0201959,-5.74994
1.032,0,100,0,259.2,0,-5.74994,0.0507816,0.0923068,1.11083,-0.161312,0.0313526,-5.64317
1.035,0,100,0,261,0,-5.64317,0.0732324,-0.156201,1.44035,0.125172,-0.372166,-5.2396
1.038,0,100,0,262.8,0,-5.2396,0.0850371,-0.0385724,1.34218,0.194172,-0.127412,-5.18491
1.041,0,100,0,264.6,0,-5.18491,0.0442446,0.110897,1.44066,0.0010138,0.308305,-4.97057
1.044,0,100,0,266.4,0,-4.97057,-0.15903,0.139349,1.27476,-0.293818,-0.104676,-5.12544
1.047,0,100,0,268.2,0,-5.12544,0.0333781,0.0762251,1.26774,0.298576,-0.378667,-4.79835
1.05,0,100,0,270,0,-4.79835,-0.0546816,-0.0949606,1.17249,-0.0383047,-0.818119,-4.50235
1.053,0,100,0,271.8,0,-4.50235,-0.0170193,-0.160952,1.02247,0.102534,-0.555043,-4.55462
1.056,0,100,0,273.6,0,-4.55462,0.104423,-0.0196104,0.929531,0.610578,-0.517803,-4.88407
1.059,0,100,0,275.4,0,-4.88407,0.00318367,-0.0765838,0.985519,0.333436,-0.461789,-4.57215
1.062,0,100,0,277.2,0,-4.57215,-0.0643443,-0.0559429,0.939167,0.100226,-0.465687,-4.07286
1.065,0,100,0,279,0,-4.07286,-0.0950018,0.0478386,0.940885,-0.287134,-0.193869,-4.19785
1.068,0,100,0,280.8,0,-4.19785,0.0156832,0.0065095,0.934193,-0.114143,0.0772022,-3.98648
1.071,0,100,0,282.6,0,-3.98648,0.119103,-0.00770383,0.958284,0.169697,0.116494,-3.56047
1.074,0,100,0,284.4,0,-3.56047,-0.008307,0.0283301,0.740004,0.241967,0.0029917,-3.49792
1.077,0,100,0,286.2,0,-3.49792,-0.00274987,0.188923,0.734491,-0.0107107,-0.138048,-3.94959
1.08,0,100,0,288,0,-3.94959,0.34459,0.0465543,0.84249,0.158162,0.360166,-4.6659
1.083,0,100,0,289.8,0,-4.6659,0.105274,-0.0989752,0.993909,0.184999,0.215951,-3.9872
1.086,0,100,0,291.6,0,-3.9872,-0.0720215,-0.0178866,0.83627,0.00325276,0.192498,-3.77097
1.089,0,100,0,293.4,0,-3.77097,-0.0896679,-0.0551214,0.872237,-0.262782,-0.0304239,-3.8841
1.092,0,100,0,295.2,0,-3.8841,0.122606,-0.0618126,0.695246,-0.221513,-0.159778,-4.40692
1.095,0,100,0,297,0,-4.40692,0.169965,-0.145177,0.883958,0.0992979,0.0549191,-4.16724
1.098,0,100,0,298.8,0,-4.16724,0.109464,0.0704675,0.7283,-0.280003,0.120676,-3.85484
1.101,0,100,0,300.6,0,-3.85484,0.0051312,-0.0821383,0.802742,-0.445587,0.0832219,-3.27474
1.104,0,100,0,302.4,0,-3.27474,-0.0955732,-0.0609425,0.814582,-0.636842,0.347463,-3.9192
1.107,0,100,0,304.2,0,-3.9192,0.157478,-0.0860268,0.822011,-0.0408644,0.268587,-3.76809
1.11,0,100,0,306,0,-3.76809,0.018259,0.0384513,0.733447,-0.27923,-0.000285446,-3.11577
1.113,0,100,0,307.8,0,-3.11577,-0.0681427,0.194181,0.812348,-0.216333,0.415266,-3.4809
1.116,0,100,0,309.6,0,-3.4809,-0.0601538,0.0504726,1.04257,0.387492,-0.170619,-4.74247
1.119,0,100,0,311.4,0,-4.74247,-0.0178809,0.0370523,1.22958,0.222007,-0.23921,-4.35454
1.122,0,100,0,313.2,0,-4.35454,-0.0273634,0.19085,1.1282,-0.0637792,0.203937,-3.86888
1.125,0,100,0,315,0,-3.86888,-0.022295,0.156215,1.04665,-0.0893652,0.124627,-3.57834
1.128,0,100,0,316.8,0,-3.57834,-0.00371835,-0.125647,1.18938,-0.0761954,-0.113898,-3.70179
1.131,0,100,0,318.6,0,-3.70179,-0.0395108,-0.141922,1.21439,-0.131809,-0.239571,-4.16567
1.134,0,100,0,320.4,0,-4.16567,-0.111335,0.0324245,1.30997,-0.3022,-0.160813,-4.36589
1.137,0,100,0,322.2,0,-4.36589,-0.0743871,-0.0703548,1.36651,0.297808,-0.142122,-4.67018
1.14,0,100,0,324,0,-4.67018,0.0492351,-0.0746738,1.21953,0.18433,-0.203707,-4.71485
1.143,0,100,0,325.8,0,-4.71485,0.00941626,-0.0167866,1.16383,-0.307593,-0.114108,-4.52023
1.146,0,100,0,327.6,0,-4.52023,-0.0324395,0.00192548,1.36934,-0.463526,0.00620697,-4.93777
1.149,0,100,0,329.4,0,-4.93777,0.0980476,-0.0337981,1.73814,-0.225147,0.283967,-5.82641
1.152,0,100,0,331.2,0,-5.82641,0.181866,-0.080623,1.7157,0.0593823,0.018736,-6.29829
1.155,0,100,0,333,0,-6.29829,-0.0228908,0.0272293,1.8026,-0.155289,-0.484964,-6.01995
1.158,0,100,0,334.8,0,-6.01995,-0.0858586,0.0782639,2.12034,-0.712848,-0.0731305,-6.73144
1.161,0,100,0,336.6,0,-6.73144,-0.120355,-0.054225,2.02563,-0.750152,-0.689804,-6.11449
1.164,0,100,0,338.4,0,-6.11449,0.117431,0.135879,2.34643,0.0694012,0.307014,-7.0283
1.167,0,100,0,340.2,0,-7.0283,-0.0119418,0.098157,2.33729,-0.403712,0.685835,-6.9355
1.17,0,100,0,342,0,-6.9355,-0.0604368,0.0676757,2.34771,-0.0668393,0.0273416,-7.46875
1.173,0,100,0,343.8,0,-7.46875,-0.0916389,-0.00367683,2.58351,0.133369,-0.150809,-8.27102
1.176,0,100,0,345.6,0,-8.27102,0.0986164,0.101683,2.95719,0.44704,-0.044668,-9.06812
1.179,0,100,0,347.4,0,-9.06812,-0.0923454,0.116326,3.19562,0.340125,0.0203775,-10.0612
1.182,0,100,0,349.2,0,-10.0612,-0.0927824,0.0241064,2.94151,-0.423097,0.501618,-10.8796
1.185,0,100,0,351,0,-10.8796,0.0350407,0.0781074,2.9117,-0.46925,0.192047,-11.6184
1.188,0,100,0,352.8,0,-11.6184,-0.0493365,-0.0268734,2.6825,-0.525533,-0.638458,-12.7392
1.191,0,100,0,354.6,0,-12.7392,0.00824959,0.0975884,1.95576,-0.0747849,0.25234,-11.5548
1.194,0,100,0,356.4,0,-11.5548,-0.0266376,-0.00300958,1.80391,-0.287596,0.16096,-11.3667
1.197,0,100,0,358.2,0,-11.3667,0.009914,0.0559423,1.29595,0.0371167,0.0634084,-14.9506
1.2,0,100,0,360,0,-14.9506,0.174614,-0.0277046,0.529766,1.7623,-0.402226,-11.4711
