Time (sec),Linear Velocity (cm/s),Angular Velocity (RPM),Linear Displacement (centimeter),Angular Displacement (deg),Force (dyne),Torque (dyne-cm),Hydraulic ForceX (dyne),Hydraulic ForceY (dyne),Hydraulic ForceZ (dyne),Hydraulic TorqueX (dyne-cm),Hydraulic TorqueY (dyne-cm),Hydraulic TorqueZ (dyne-cm)
0.687,0,100,0,52.2,0,-13.3572,0.141604,0.039571,3.56664,-0.198326,0.252906,-13.4747
0.69,0,100,0,54,0,-13.4747,0.0946325,0.0301968,2.69785,0.0678583,0.0248134,-11.6177
0.693,0,100,0,55.8,0,-11.6177,0.067328,-0.0428795,2.48287,0.17366,-0.170578,-11.2496
0.696,0,100,0,57.6,0,-11.2496,-0.0212654,0.0261306,2.39419,-0.311218,-0.0936462,-11.3898
0.699,0,100,0,59.4,0,-11.3898,0.0084411,0.0541896,2.15132,-0.28718,0.287759,-10.0371
0.702,0,100,0,61.2,0,-10.0371,-0.023689,-0.0138111,2.41406,-0.0617783,0.0765582,-11.1728
0.705,0,100,0,63,0,-11.1728,-0.017145,-0.0144528,2.25665,-0.160152,-0.250501,-10.299
0.708,0,100,0,64.8,0,-10.299,0.0410687,-0.0177568,1.67536,0.185581,0.185843,-9.53338
0.711,0,100,0,66.6,0,-9.53338,0.0845289,-0.00739353,1.65621,0.200279,0.113373,-10.3778
0.714,0,100,0,68.4,0,-10.3778,0.129703,-0.105453,1.45765,0.0652617,0.0473006,-10.4657
0.717,0,100,0,70.2,0,-10.4657,0.00653962,0.0429488,1.01719,-0.530544,0.338898,-10.6425
0.72,0,100,0,72.0001,0,-10.6425,0.116904,-0.0836794,0.970724,-0.190896,-0.300786,-11.4142
0.723,0,100,0,73.8001,0,-11.4142,0.0266546,0.105245,1.04071,-0.258712,0.32132,-11.9338
0.726,0,100,0,75.6001,0,-11.9338,-0.0126052,-0.146389,1.30057,-0.0143132,-0.571701,-13.1337
0.729,0,100,0,77.4001,0,-13.1337,0.00471545,0.0633748,2.27125,-0.418643,0.147624,-14.4066
0.732,0,100,0,79.2001,0,-14.4066,0.0707491,0.00427199,2.46682,0.220359,0.561166,-15.561
0.735,0,100,0,81.0001,0,-15.561,0.05516,0.0460599,2.87743,0.0831108,0.0992556,-16.2655
0.738,0,100,0,82.8001,0,-16.2655,0.0564032,0.0370471,2.65361,0.343399,0.075682,-14.9461
0.741,0,100,0,84.6001,0,-14.9461,0.0012355,0.0871398,3.33493,0.100997,0.581327,-16.7796
0.744,0,100,0,86.4001,0,-16.7796,-0.00391474,0.133025,4.5748,-0.219148,0.464336,-17.139
0.747,0,100,0,88.2001,0,-17.139,-0.00201242,0.0573199,3.44817,-0.366819,0.563199,-16.887
0.75,0,100,0,90.0001,0,-16.887,0.00968521,0.171882,-7.76604,-0.0486603,0.596797,-11.1199
0.753,0,100,0,91.8,0,-11.1199,0.0424412,0.07264,2.08175,0.113169,0.448198,-12.592
0.756,0,100,0,93.6,0,-12.592,-0.0948079,0.116531,3.64105,0.0239589,-0.0711201,-13.2558
0.759,0,100,0,95.4001,0,-13.2558,-0.00910356,-0.0851567,3.21116,0.123797,-0.207615,-13.1735
0.762,0,100,0,97.2001,0,-13.1735,0.0971989,0.0494738,3.4224,-0.396625,0.193813,-12.9986
0.765,0,100,0,99.0001,0,-12.9986,0.0799481,0.0259473,2.65445,0.0184943,0.154983,-11.651
0.768,0,100,0,100.8,0,-11.651,0.0561013,-0.0228766,2.2552,0.0304653,0.106173,-10.7729
0.771,0,100,0,102.6,0,-10.7729,0.0271782,0.00866182,2.30256,-0.121207,-0.026937,-11.1377
0.774,0,100,0,104.4,0,-11.1377,0.028531,-0.00379305,2.23426,-0.0636167,0.229067,-10.1602
0.777,0,100,0,106.2,0,-10.1602,0.0108237,-0.0151311,2.28133,-0.217258,0.435554,-11.1147
0.78,0,100,0,108,0,-11.1147,-0.00108531,0.0272317,1.87022,-0.0641172,0.195117,-9.73784
0.783,0,100,0,109.8,0,-9.73784,0.00341664,-0.0137765,1.7453,-0.13442,0.296467,-9.64336
0.786,0,100,0,111.6,0,-9.64336,0.0529681,0.0289361,1.38126,0.163981,0.333302,-10.1056
0.789,0,100,0,113.4,0,-10.1056,0.106175,-0.0477416,1.42966,-0.00285093,0.0821164,-10.5783
0.792,0,100,0,115.2,0,-10.5783,0.0151386,0.0232572,1.00696,-0.541728,0.0210624,-10.6234
0.795,0,100,0,117,0,-10.6234,0.0644246,-0.0200594,0.73035,-0.186795,-0.0696535,-10.7105
0.798,0,100,0,118.8,0,-10.7105,-0.000379399,0.0526163,1.03042,-0.549043,0.185679,-11.7165
0.801,0,100,0,120.6,0,-11.7165,0.0216113,-0.0955317,1.21793,0.052847,-0.313587,-12.7608
0.804,0,100,0,122.4,0,-12.7608,0.0301387,0.0247796,2.08157,0.00826689,-0.242361,-13.8723
0.807,0,100,0,124.2,0,-13.8723,0.0917167,0.0285769,2.47068,0.400456,0.366441,-15.4093
0.81,0,100,0,126,0,-15.4093,-0.0263512,0.0658343,2.626,-0.0204075,-0.225899,-15.6089
0.813,0,100,0,127.8,0,-15.6089,-0.00688611,0.0231567,2.62682,0.0241385,-0.180234,-14.668
0.816,0,100,0,129.6,0,-14.668,-0.0119403,0.0951072,3.19849,0.00150886,0.409932,-16.3398
0.819,0,100,0,131.4,0,-16.3398,-0.00213357,0.165932,4.44009,-0.131735,0.422681,-16.744
0.822,0,100,0,133.2,0,-16.744,-0.0566909,0.122023,3.3002,-0.450317,0.524667,-16.5377
0.825,0,100,0,135,0,-16.5377,0.0110068,0.173655,-7.72563,0.0975019,0.522873,-10.914
0.828,0,100,0,136.8,0,-10.914,-0.017027,0.0764715,2.03434,-0.0228995,0.325673,-12.148
0.831,0,100,0,138.6,0,-12.148,-0.0726757,0.143949,3.52567,-0.0504498,-0.0143735,-13.1278
0.834,0,100,0,140.4,0,-13.1278,-0.0218142,-0.0563175,3.12787,0.0308095,-0.324109,-12.8205
0.837,0,100,0,142.2,0,-12.8205,0.0584553,0.0435647,3.45964,-0.261384,0.206823,-13.0961
0.84,0,100,0,144,0,-13.0961,0.051591,0.0392153,2.55555,0.0415975,0.126926,-11.3015
0.843,0,100,0,145.8,0,-11.3015,0.0299131,-0.0388493,2.37081,0.112706,0.079468,-10.906
0.846,0,100,0,147.6,0,-10.906,-0.0088022,0.0435566,2.22812,-0.207768,0.0558288,-10.9202
0.849,0,100,0,149.4,0,-10.9202,-0.033786,-0.00141791,2.02884,-0.135476,-0.0335101,-9.75114
0.852,0,100,0,151.2,0,-9.75114,-0.0335058,-0.00155596,2.24977,-0.279693,0.303763,-10.6798
0.855,0,100,0,153,0,-10.6798,-0.0614957,-0.00710058,2.09796,-0.195223,-0.0770298,-9.93003
0.858,0,100,0,154.8,0,-9.93003,0.0245597,-0.045053,1.50532,0.339169,0.0874345,-9.14766
0.861,0,100,0,156.6,0,-9.14766,0.086358,0.0795302,1.57433,0.486751,0.242602,-10.1646
0.864,0,100,0,158.4,0,-10.1646,0.112179,-0.0442368,1.38692,0.14709,-0.0440125,-10.3697
0.867,0,100,0,160.2,0,-10.3697,0.0213403,-0.0816099,0.922679,-0.16455,-0.160438,-10.3759
0.87,0,100,0,162,0,-10.3759,0.0985778,-0.00927934,0.730909,0.0461281,-0.10226,-10.713
0.873,0,100,0,163.8,0,-10.713,-0.0106975,0.0260555,0.907539,-0.470542,0.0197215,-11.5341
0.876,0,100,0,165.6,0,-11.5341,0.0629527,-0.00217015,1.11693,0.40676,0.133023,-12.8584
0.879,0,100,0,167.4,0,-12.8584,-0.0341664,0.0174849,1.99551,-0.0588092,-0.141211,-13.6596
0.882,0,100,0,169.2,0,-13.6596,0.0519722,-0.0844912,2.12319,0.447745,0.0757192,-14.8447
0.885,0,100,0,171,0,-14.8447,-0.010484,0.0318098,2.57416,-0.045586,-0.00452012,-15.4897
0.888,0,100,0,172.8,0,-15.4897,0.0420709,0.0331656,2.4235,0.236877,-0.0690403,-14.4233
0.891,0,100,0,174.6,0,-14.4233,-0.105282,0.0835522,3.12488,-0.28717,0.397771,-16.0385
0.894,0,100,0,176.4,0,-16.0385,-0.0914657,0.108649,4.31167,-0.32745,0.343961,-16.3747
0.897,0,100,0,178.2,0,-16.3747,-0.0647773,0.0307426,3.28133,-0.559366,0.372244,-16.4171
0.9,0,100,0,180,0,-16.4171,-0.0898597,0.104171,-7.99569,-0.250977,0.34167,-10.5358
0.903,0,100,0,181.8,0,-10.5358,-0.0128976,0.0837472,1.94579,-0.0393922,0.403437,-12.1205
0.906,0,100,0,183.6,0,-12.1205,-0.0724203,0.149185,3.55661,-0.0639494,-0.0738902,-12.8879
0.909,0,100,0,185.4,0,-12.8879,-0.0503684,-0.141296,3.07544,0.027094,-0.439673,-12.8591
0.912,0,100,0,187.2,0,-12.8591,0.0828278,0.00714949,3.26229,-0.130449,0.0541483,-12.5568
0.915,0,100,0,189,0,-12.5568,0.0289336,0.00768316,2.57441,-0.0680845,0.0616197,-11.3214
0.918,0,100,0,190.8,0,-11.3214,0.000893479,-0.0254337,2.28442,-0.0606476,0.0137127,-10.6885
0.921,0,100,0,192.6,0,-10.6885,-0.0388133,0.0922404,2.19401,-0.156832,0.312343,-10.7673
0.924,0,100,0,194.4,0,-10.7673,-0.00427673,-0.00390253,2.21619,-0.200865,0.0116536,-10.0205
0.927,0,100,0,196.2,0,-10.0205,-0.0248083,0.0410413,2.10426,-0.194796,0.182124,-10.5054
0.93,0,100,0,198,0,-10.5054,-0.0867443,-0.0159331,1.87553,-0.409983,-0.205921,-9.61354
0.933,0,100,0,199.8,0,-9.61354,-0.0262008,-0.0457775,1.59017,-0.131938,0.0397428,-9.31623
0.936,0,100,0,201.6,0,-9.31623,0.0172727,0.0411997,1.34072,-0.0502261,0.244826,-9.7916
0.939,0,100,0,203.4,0,-9.7916,0.0566279,-0.0755658,1.32018,0.0651818,-0.117891,-10.1189
0.942,0,100,0,205.2,0,-10.1189,-0.0158254,-0.0828265,1.08309,-0.347015,-0.411067,-10.5737
0.945,0,100,0,207,0,-10.5737,0.047159,-0.0291915,0.651727,-0.189368,-0.0908599,-10.5156
0.948,0,100,0,208.8,0,-10.5156,0.0813061,-0.0269541,0.856389,0.213619,0.126624,-11.2871
0.951,0,100,0,210.6,0,-11.2871,-0.0718769,0.00334447,1.01291,-0.219048,0.298606,-12.6332
0.954,0,100,0,212.4,0,-12.6332,-0.0460584,0.0382115,1.97358,-0.187063,0.252047,-13.6014
0.957,0,100,0,214.2,0,-13.6014,0.00459158,-0.0557976,2.23429,0.317683,0.0926564,-14.9103
0.96,0,100,0,216,0,-14.9103,-0.00419801,-0.0782449,2.62134,0.159401,-0.441144,-15.8116
0.963,0,100,0,217.8,0,-15.8116,-0.0719617,0.0412408,2.52887,0.00895346,0.0222389,-14.5135
0.966,0,100,0,219.6,0,-14.5135,-0.0725679,0.0213202,3.06931,0.0662286,0.28049,-15.9634
0.969,0,100,0,221.4,0,-15.9634,-0.0868501,0.0409092,4.30397,-0.202798,0.261943,-16.4367
0.972,0,100,0,223.2,0,-16.4367,-0.0650979,-0.00453637,3.19948,-0.346518,0.252475,-16.2792
0.975,0,100,0,225,0,-16.2792,-0.0301565,0.111491,-7.96084,-0.0882919,0.565012,-10.6343
0.978,0,100,0,226.8,0,-10.6343,0.00867069,0.0196859,1.99291,-0.0373221,0.371462,-12.254
0.981,0,100,0,228.6,0,-12.254,-0.093991,0.141157,3.54416,-0.160577,-0.113887,-13.029
0.984,0,100,0,230.4,0,-13.029,-0.0579722,-0.0769381,3.10144,0.0652415,-0.310077,-12.9049
0.987,0,100,0,232.2,0,-12.9049,0.0351395,-0.00334109,3.41242,-0.411762,0.162389,-12.8388
0.99,0,100,0,234,0,-12.8388,-0.00821577,-0.00215963,2.53823,-0.178969,-0.0419747,-11.1197
0.993,0,100,0,235.8,0,-11.1197,-0.028893,0.00491281,2.30871,-0.199524,0.161077,-10.8702
0.996,0,100,0,237.6,0,-10.8702,0.0311807,0.0816332,2.22317,0.0276384,0.0427807,-11.0049
0.999,0,100,0,239.4,0,-11.0049,-0.0185232,-0.0140594,1.87956,0.0665294,-0.0209764,-9.5925
1.002,0,100,0,241.2,0,-9.5925,-0.050557,-0.0193409,2.03065,-0.265733,0.0760424,-10.3992
1.005,0,100,0,243,0,-10.3992,-0.0585008,0.00703797,2.03236,-0.374696,0.116484,-9.90233
1.008,0,100,0,244.8,0,-9.90233,-0.013795,-0.0056404,1.42789,-0.0982733,0.270247,-9.14656
1.011,0,100,0,246.6,0,-9.14656,0.0632561,0.0971909,1.52211,0.318942,0.573043,-9.95585
1.014,0,100,0,248.4,0,-9.95585,0.0196816,-0.0957608,1.19301,0.115707,-0.308421,-10.1881
1.017,0,100,0,250.2,0,-10.1881,0.105226,-0.0504264,0.825388,0.00932166,0.0525766,-10.2712
1.02,0,100,0,252,0,-10.2712,0.0186211,0.0199272,0.598086,-0.22908,0.204761,-10.5431
1.023,0,100,0,253.8,0,-10.5431,-0.0403834,-0.0199812,0.805477,-0.267079,-0.118757,-11.3766
1.026,0,100,0,255.6,0,-11.3766,0.000698278,0.0210774,0.97896,-0.0828525,0.297534,-12.4254
1.029,0,100,0,257.4,0,-12.4254,-0.0165005,-0.0763863,1.97805,0.233928,-0.0455117,-13.7667
1.032,0,100,0,259.2,0,-13.7667,0.0567531,-0.0723316,2.08294,0.766388,0.22475,-14.6513
1.035,0,100,0,261,0,-14.6513,0.0340539,-0.0710154,2.40764,0.234074,-0.459056,-15.3981
1.038,0,100,0,262.8,0,-15.3981,-0.075138,-0.0332785,2.32424,-0.118979,-0.311316,-14.2236
1.041,0,100,0,264.6,0,-14.2236,-0.0835852,-0.0467555,3.0842,-0.0810383,0.14965,-16.0206
1.044,0,100,0,266.4,0,-16.0206,-0.0677404,0.00893863,4.25541,-0.176326,0.154049,-16.343
1.047,0,100,0,268.2,0,-16.343,-0.0319474,-0.0316,3.25059,-0.22363,0.214538,-16.2728
1.05,0,100,0,270,0,-16.2728,0.00258113,0.0648265,-8.03738,0.0105625,0.333075,-10.4983
1.053,0,100,0,271.8,0,-10.4983,-0.0128806,0.0189333,1.95023,-0.039622,0.246671,-12.2162
1.056,0,100,0,273.6,0,-12.2162,-0.0857241,0.0710567,3.57284,0.0497241,-0.0890928,-12.8674
1.059,0,100,0,275.4,0,-12.8674,-0.0442936,-0.154171,3.12905,0.235591,-0.258748,-12.8066
1.062,0,100,0,277.2,0,-12.8066,0.104338,0.0251927,3.2583,-0.143772,0.269179,-12.6473
1.065,0,100,0,279,0,-12.6473,-0.0129501,0.0250477,2.53526,-0.214977,0.0421078,-11.3917
1.068,0,100,0,280.8,0,-11.3917,-0.0326482,-0.0120556,2.19015,-0.100441,0.058568,-10.7164
1.071,0,100,0,282.6,0,-10.7164,-0.0713487,0.0482472,2.2399,-0.430322,0.206198,-10.9866
1.074,0,100,0,284.4,0,-10.9866,-0.0169179,0.0392211,2.09945,-0.0854451,0.122072,-9.87639
1.077,0,100,0,286.2,0,-9.87639,-0.0791955,-0.00934013,2.05339,-0.298828,-0.0698863,-10.4792
1.08,0,100,0,288,0,-10.4792,-0.087528,-0.0635635,1.77906,-0.282464,-0.237275,-9.64824
1.083,0,100,0,289.8,0,-9.64824,0.00352241,-0.00422382,1.49556,0.186308,0.192725,-9.26442
1.086,0,100,0,291.6,0,-9.26442,0.0375801,0.0305353,1.25782,-0.0424612,0.39386,-9.948
1.089,0,100,0,293.4,0,-9.948,0.105031,-0.11321,1.35531,0.216157,-0.060752,-10.4751
1.092,0,100,0,295.2,0,-10.4751,0.0867654,-0.0160739,0.967629,0.182944,0.11188,-10.4234
1.095,0,100,0,297,0,-10.4234,0.0107912,0.0163605,0.547385,-0.312369,-0.0629016,-10.3681
1.098,0,100,0,298.8,0,-10.3681,0.0694003,0.110052,0.78015,-0.0300785,0.563519,-11.3638
1.101,0,100,0,300.6,0,-11.3638,-0.0519924,-0.0302059,1.12196,0.0180727,-0.00890987,-12.9649
1.104,0,100,0,302.4,0,-12.9649,-0.0179013,-0.0946466,1.79986,-0.23821,-0.106334,-13.4776
1.107,0,100,0,304.2,0,-13.4776,0.0953356,-0.0988463,2.16104,0.653211,0.15545,-14.916
1.11,0,100,0,306,0,-14.916,0.0350154,-0.0329726,2.37096,-0.103532,-0.354312,-15.4814
1.113,0,100,0,307.8,0,-15.4814,-0.101943,-0.0807379,2.4466,-0.226728,-0.498172,-14.5037
1.116,0,100,0,309.6,0,-14.5037,-0.0405939,-0.072979,3.18169,-0.0581303,0.211212,-16.2453
1.119,0,100,0,311.4,0,-16.2453,-0.0353337,-0.00257818,4.34942,-0.150439,0.357923,-16.6867
1.122,0,100,0,313.2,0,-16.6867,0.00412581,-0.024325,3.2339,-0.246769,0.297753,-16.39
1.125,0,100,0,315,0,-16.39,-0.013226,0.0643901,-8.1613,-0.138861,0.315332,-10.4681
1.128,0,100,0,316.8,0,-10.4681,0.0288266,0.0111041,1.99855,0.0149984,0.277448,-12.2263
1.131,0,100,0,318.6,0,-12.2263,-0.0641528,0.0352746,3.53439,-0.00727862,-0.236055,-12.8837
1.134,0,100,0,320.4,0,-12.8837,-0.0487724,-0.160035,3.11868,0.231342,-0.322325,-13.0558
1.137,0,100,0,322.2,0,-13.0558,0.0555606,-0.0297922,3.42909,-0.373046,-0.085049,-13.0729
1.14,0,100,0,324,0,-13.0729,0.0400217,-0.00589739,2.58801,-0.0431055,-0.0730455,-11.2723
1.143,0,100,0,325.8,0,-11.2723,0.0249816,-0.0576023,2.27641,-0.12334,-0.043294,-10.7605
1.146,0,100,0,327.6,0,-10.7605,-0.00855077,0.0365192,2.06652,-0.143311,0.133381,-10.6827
1.149,0,100,0,329.4,0,-10.6827,0.0133694,0.0125869,2.04663,-0.176605,0.342853,-9.71383
1.152,0,100,0,331.2,0,-9.71383,-0.0405203,0.0032617,2.06101,-0.219602,0.140676,-10.4191
1.155,0,100,0,333,0,-10.4191,-0.000648719,-0.0397764,2.0402,-0.169973,-0.0963304,-9.88339
1.158,0,100,0,334.8,0,-9.88339,0.00747677,-0.0355968,1.4152,-0.0469001,0.222177,-9.19244
1.161,0,100,0,336.6,0,-9.19244,-0.0269294,0.00537876,1.3807,-0.290593,0.22194,-9.96364
1.164,0,100,0,338.4,0,-9.96364,0.0840991,-0.0923701,1.20111,0.130627,0.0238965,-10.1506
1.167,0,100,0,340.2,0,-10.1506,0.0427209,0.0371417,0.761086,-0.360998,0.322765,-10.2014
1.17,0,100,0,342,0,-10.2014,0.0015293,-0.0241382,0.626933,-0.475147,-0.181611,-10.6601
1.173,0,100,0,343.8,0,-10.6601,0.0473449,0.00759036,0.832188,-0.295834,0.307514,-11.5961
1.176,0,100,0,345.6,0,-11.5961,-0.0801539,-0.0358651,0.957215,-0.320645,-0.0633519,-12.7147
1.179,0,100,0,347.4,0,-12.7147,0.0174689,-0.0134858,1.80099,-0.15548,0.192633,-13.6327
1.182,0,100,0,349.2,0,-13.6327,0.0880636,-0.12166,2.14546,0.668748,0.00742313,-14.8714
1.185,0,100,0,351,0,-14.8714,0.0191443,0.0306372,2.44728,-0.00574668,0.0823403,-15.4659
1.188,0,100,0,352.8,0,-15.4659,-0.0053981,-0.0269407,2.43865,0.127651,-0.108916,-14.4559
1.191,0,100,0,354.6,0,-14.4559,0.0501967,-0.0259662,3.12731,0.222121,0.254884,-16.0721
1.194,0,100,0,356.4,0,-16.0721,-0.00148692,0.0428131,4.37455,-0.26878,0.353919,-16.5191
1.197,0,100,0,358.2,0,-16.5191,-0.00460181,-0.00536993,3.26363,-0.308846,0.392774,-16.4257
1.2,0,100,0,360,0,-16.4257,0.0387721,0.0654716,-8.22666,-0.1132,0.283309,-10.4761
