Iteration,Time Step,Time,Vx Vel,Vy Vel,Vz Vel,Pressure,Temp,TKE,TED,Scalar
335,112,0.336,0.0640041,0.071026,-0.54469,-0.0547056,0,0,0,0
336,112,0.336,0.0642323,0.0707396,-0.550962,-0.0591847,0,0,0,0
337,113,0.339,0.0639228,0.0708346,-0.549968,-0.051928,0,0,0,0
338,113,0.339,0.0640358,0.0706995,-0.557095,-0.0528611,0,0,0,0
339,113,0.339,0.0641337,0.070632,-0.562589,-0.0568498,0,0,0,0
340,114,0.342,0.0628379,0.0697676,-0.557148,-0.0529872,0,0,0,0
341,114,0.342,0.0631314,0.0696796,-0.565076,-0.0552503,0,0,0,0
342,114,0.342,0.0633551,0.0696098,-0.571072,-0.0595901,0,0,0,0
343,115,0.345,0.0640953,0.0695882,-0.564846,-0.0601821,0,0,0,0
344,115,0.345,0.0644307,0.0695056,-0.57281,-0.06399,0,0,0,0
345,115,0.345,0.0647176,0.0694214,-0.578887,-0.0686747,0,0,0,0
346,116,0.348,0.0617394,0.0688648,-0.571563,-0.066817,0,0,0,0
347,116,0.348,0.0613466,0.0685351,-0.578947,-0.0693826,0,0,0,0
348,116,0.348,0.0610509,0.0683029,-0.584761,-0.0732757,0,0,0,0
349,117,0.351,0.0623897,0.0690492,-0.57776,-0.0669727,0,0,0,0
350,117,0.351,0.0629527,0.0685737,-0.586267,-0.0672842,0,0,0,0
351,117,0.351,0.0633391,0.0681594,-0.59294,-0.0699792,0,0,0,0
352,118,0.354,0.06296,0.0665105,-0.585322,-0.0617929,0,0,0,0
353,118,0.354,0.063221,0.0658709,-0.595907,-0.0611433,0,0,0,0
354,118,0.354,0.0634817,0.0653076,-0.604093,-0.0633286,0,0,0,0
355,119,0.357,0.0646088,0.0671037,-0.600946,-0.0594276,0,0,0,0
356,119,0.357,0.0645228,0.0667315,-0.61318,-0.0611214,0,0,0,0
357,119,0.357,0.0644545,0.0664186,-0.622706,-0.0644695,0,0,0,0
358,120,0.36,0.0600687,0.0668869,-0.613134,-0.0606264,0,0,0,0
359,120,0.36,0.0600332,0.0673635,-0.628631,-0.0622871,0,0,0,0
360,120,0.36,0.0600896,0.0677614,-0.640581,-0.065507,0,0,0,0
361,121,0.363,0.0621511,0.0666597,-0.610765,-0.059365,0,0,0,0
362,121,0.363,0.0628552,0.0669652,-0.629381,-0.0604701,0,0,0,0
363,121,0.363,0.0633401,0.0671821,-0.643639,-0.0635903,0,0,0,0
364,122,0.366,0.0610341,0.0683789,-0.622495,-0.0586828,0,0,0,0
365,122,0.366,0.0609148,0.0683717,-0.641285,-0.0607983,0,0,0,0
366,122,0.366,0.0608011,0.0683499,-0.654873,-0.0646766,0,0,0,0
367,123,0.369,0.0599562,0.0671438,-0.620571,-0.0592452,0,0,0,0
368,123,0.369,0.0603497,0.0666752,-0.634828,-0.0613168,0,0,0,0
369,123,0.369,0.0606291,0.0662525,-0.644557,-0.0652696,0,0,0,0
370,124,0.372,0.0645716,0.0652519,-0.599826,-0.0721691,0,0,0,0
371,124,0.372,0.065563,0.0644774,-0.60581,-0.0793991,0,0,0,0
372,124,0.372,0.0663047,0.0638668,-0.609394,-0.0854411,0,0,0,0
373,125,0.375,0.0650277,0.0615502,-0.291382,-0.0765612,0,0,0,0
374,125,0.375,0.0650036,0.0611625,-0.285698,-0.0725002,0,0,0,0
375,125,0.375,0.0649588,0.0608788,-0.283626,-0.0705761,0,0,0,0
376,126,0.378,0.0663475,0.0603909,-0.28601,-0.083149,0,0,0,0
377,126,0.378,0.0662161,0.0600809,-0.296117,-0.0928597,0,0,0,0
378,126,0.378,0.0660789,0.0598573,-0.303728,-0.10006,0,0,0,0
379,127,0.381,0.0636616,0.0597411,-0.29923,-0.0862507,0,0,0,0
380,127,0.381,0.0636216,0.0596382,-0.30938,-0.08308,0,0,0,0
381,127,0.381,0.0635417,0.0595013,-0.317445,-0.084106,0,0,0,0
382,128,0.384,0.0626108,0.0612083,-0.319096,-0.0728153,0,0,0,0
383,128,0.384,0.0626694,0.0611408,-0.331289,-0.0711502,0,0,0,0
384,128,0.384,0.0627069,0.0610697,-0.340999,-0.0731295,0,0,0,0
385,129,0.387,0.0604341,0.0625067,-0.349481,-0.0671592,0,0,0,0
386,129,0.387,0.0601599,0.062064,-0.362027,-0.0680022,0,0,0,0
387,129,0.387,0.0599484,0.0617309,-0.371619,-0.0713987,0,0,0,0
388,130,0.39,0.0621576,0.0639083,-0.378609,-0.0638499,0,0,0,0
389,130,0.39,0.0625067,0.0640651,-0.390175,-0.0643446,0,0,0,0
390,130,0.39,0.0627358,0.0641214,-0.399168,-0.0678796,0,0,0,0
391,131,0.393,0.0645127,0.0639017,-0.409149,-0.0614999,0,0,0,0
392,131,0.393,0.0646869,0.0639016,-0.421363,-0.0625819,0,0,0,0
393,131,0.393,0.0648335,0.0638507,-0.430604,-0.0664989,0,0,0,0
394,132,0.396,0.0629966,0.0623946,-0.441226,-0.0611394,0,0,0,0
395,132,0.396,0.0630833,0.0620183,-0.453178,-0.0627409,0,0,0,0
396,132,0.396,0.0632013,0.0617098,-0.462115,-0.0670809,0,0,0,0
397,133,0.399,0.0631994,0.0627999,-0.472929,-0.0529133,0,0,0,0
398,133,0.399,0.0635524,0.062938,-0.485581,-0.0503433,0,0,0,0
399,133,0.399,0.0638028,0.0629866,-0.494967,-0.0527928,0,0,0,0
400,134,0.402,0.0655057,0.0627823,-0.503647,-0.0450275,0,0,0,0
401,134,0.402,0.0657319,0.0627616,-0.513936,-0.0457592,0,0,0,0
402,134,0.402,0.0659057,0.0626629,-0.52165,-0.0498947,0,0,0,0
403,135,0.405,0.0658973,0.063586,-0.528459,-0.0448978,0,0,0,0
404,135,0.405,0.0663059,0.0633687,-0.53786,-0.0470898,0,0,0,0
405,135,0.405,0.0666701,0.0631286,-0.544857,-0.0519156,0,0,0,0
406,136,0.408,0.0646795,0.0643553,-0.550587,-0.0511527,0,0,0,0
407,136,0.408,0.0648318,0.0642545,-0.559822,-0.0549164,0,0,0,0
408,136,0.408,0.0650064,0.0641254,-0.566598,-0.0601541,0,0,0,0
409,137,0.411,0.0669219,0.0630075,-0.567451,-0.0504608,0,0,0,0
410,137,0.411,0.0669716,0.0625118,-0.574239,-0.0499876,0,0,0,0
411,137,0.411,0.0669862,0.0621125,-0.57942,-0.0531902,0,0,0,0
412,138,0.414,0.0668099,0.0627342,-0.577103,-0.049021,0,0,0,0
413,138,0.414,0.0672583,0.0625424,-0.582923,-0.050982,0,0,0,0
414,138,0.414,0.0676212,0.0623907,-0.587357,-0.0552258,0,0,0,0
415,139,0.417,0.0647478,0.0604843,-0.580299,-0.054766,0,0,0,0
416,139,0.417,0.0642708,0.0604465,-0.586382,-0.05825,0,0,0,0
417,139,0.417,0.0639166,0.0604346,-0.591006,-0.062838,0,0,0,0
418,140,0.42,0.0655964,0.0613116,-0.582345,-0.0606735,0,0,0,0
419,140,0.42,0.0660445,0.0607572,-0.588078,-0.0629137,0,0,0,0
420,140,0.42,0.0663774,0.0603109,-0.592468,-0.0666039,0,0,0,0
421,141,0.423,0.0646465,0.0595856,-0.582738,-0.0620498,0,0,0,0
422,141,0.423,0.0649695,0.0593163,-0.58782,-0.0631439,0,0,0,0
423,141,0.423,0.0652281,0.0591481,-0.591846,-0.0662213,0,0,0,0
424,142,0.426,0.0657423,0.0613299,-0.58407,-0.0609129,0,0,0,0
425,142,0.426,0.0659519,0.0608761,-0.590921,-0.0616206,0,0,0,0
426,142,0.426,0.066096,0.0604917,-0.596305,-0.0643375,0,0,0,0
427,143,0.429,0.0647452,0.0598396,-0.58863,-0.0587274,0,0,0,0
428,143,0.429,0.0646165,0.0596534,-0.597567,-0.058973,0,0,0,0
429,143,0.429,0.0645083,0.0594905,-0.60445,-0.0613122,0,0,0,0
430,144,0.432,0.0647314,0.0598765,-0.600724,-0.0580155,0,0,0,0
431,144,0.432,0.0642524,0.0592706,-0.611395,-0.0594741,0,0,0,0
432,144,0.432,0.063884,0.0588062,-0.619688,-0.0623333,0,0,0,0
433,145,0.435,0.0609212,0.0605789,-0.611069,-0.0556276,0,0,0,0
434,145,0.435,0.060823,0.061185,-0.62496,-0.055854,0,0,0,0
435,145,0.435,0.0608013,0.0616497,-0.635686,-0.0582988,0,0,0,0
436,146,0.438,0.0616639,0.0619135,-0.608654,-0.0524043,0,0,0,0
437,146,0.438,0.0621407,0.0621758,-0.626192,-0.0538979,0,0,0,0
438,146,0.438,0.0625111,0.0623231,-0.639583,-0.0570449,0,0,0,0
439,147,0.441,0.0601308,0.0608794,-0.619935,-0.0494255,0,0,0,0
440,147,0.441,0.0599607,0.0608558,-0.638095,-0.0500608,0,0,0,0
441,147,0.441,0.0597925,0.0608209,-0.651194,-0.053122,0,0,0,0
442,148,0.444,0.059177,0.0607386,-0.62147,-0.0500085,0,0,0,0
443,148,0.444,0.0597085,0.0602499,-0.63519,-0.0530209,0,0,0,0
444,148,0.444,0.0600961,0.0598064,-0.644547,-0.0572971,0,0,0,0
445,149,0.447,0.0634449,0.0604643,-0.602228,-0.0620848,0,0,0,0
446,149,0.447,0.064339,0.0598866,-0.607943,-0.0683969,0,0,0,0
447,149,0.447,0.0650011,0.0594324,-0.61129,-0.073981,0,0,0,0
448,150,0.45,0.063659,0.0586184,-0.300128,-0.071061,0,0,0,0
449,150,0.45,0.0634289,0.0583891,-0.294989,-0.0693959,0,0,0,0
450,150,0.45,0.0632544,0.0581995,-0.293009,-0.0685311,0,0,0,0
451,151,0.453,0.0631314,0.0585181,-0.294208,-0.0847923,0,0,0,0
452,151,0.453,0.0629248,0.0583967,-0.303521,-0.0956869,0,0,0,0
453,151,0.453,0.0627659,0.0582954,-0.310556,-0.103083,0,0,0,0
454,152,0.456,0.0631981,0.0573045,-0.305605,-0.0834358,0,0,0,0
455,152,0.456,0.0630758,0.057332,-0.315198,-0.077354,0,0,0,0
456,152,0.456,0.0629365,0.0572949,-0.322822,-0.0769283,0,0,0,0
457,153,0.459,0.061975,0.0578117,-0.324253,-0.0681205,0,0,0,0
458,153,0.459,0.0617342,0.0577689,-0.335285,-0.0673865,0,0,0,0
459,153,0.459,0.0615596,0.0577101,-0.344121,-0.0697037,0,0,0,0
460,154,0.462,0.0590266,0.0596846,-0.351024,-0.0641039,0,0,0,0
461,154,0.462,0.0586096,0.059307,-0.362107,-0.0648375,0,0,0,0
462,154,0.462,0.0583122,0.0590158,-0.370625,-0.0679707,0,0,0,0
463,155,0.465,0.0590592,0.0609096,-0.377034,-0.0626788,0,0,0,0
464,155,0.465,0.0590997,0.061114,-0.38706,-0.063719,0,0,0,0
465,155,0.465,0.0591483,0.0611874,-0.394922,-0.0671825,0,0,0,0
466,156,0.468,0.059426,0.0620787,-0.404662,-0.0582903,0,0,0,0
467,156,0.468,0.0594482,0.0622494,-0.416221,-0.0580602,0,0,0,0
468,156,0.468,0.0595095,0.0623382,-0.42491,-0.061254,0,0,0,0
469,157,0.471,0.0593006,0.062429,-0.435464,-0.0549904,0,0,0,0
470,157,0.471,0.0597514,0.062357,-0.446454,-0.0560278,0,0,0,0
471,157,0.471,0.0601195,0.0622676,-0.454639,-0.0599481,0,0,0,0
472,158,0.474,0.0592979,0.0626961,-0.464717,-0.0496218,0,0,0,0
473,158,0.474,0.0592725,0.062806,-0.476294,-0.048456,0,0,0,0
474,158,0.474,0.0592502,0.0628632,-0.484801,-0.0513176,0,0,0,0
475,159,0.477,0.0617622,0.063454,-0.492082,-0.0447238,0,0,0,0
476,159,0.477,0.0620728,0.0634077,-0.501213,-0.0457156,0,0,0,0
477,159,0.477,0.062322,0.0632981,-0.508057,-0.0497171,0,0,0,0
478,160,0.48,0.0632367,0.0633279,-0.513582,-0.0437043,0,0,0,0
479,160,0.48,0.0636218,0.063023,-0.521883,-0.0450496,0,0,0,0
480,160,0.48,0.0639362,0.0627597,-0.528077,-0.0492822,0,0,0,0
481,161,0.483,0.0626632,0.0624523,-0.53295,-0.0457719,0,0,0,0
482,161,0.483,0.0629493,0.0620853,-0.541022,-0.0480374,0,0,0,0
483,161,0.483,0.0631905,0.0617969,-0.546897,-0.0524189,0,0,0,0
484,162,0.486,0.0636706,0.0620491,-0.54671,-0.0493716,0,0,0,0
485,162,0.486,0.063827,0.0619369,-0.55243,-0.0514562,0,0,0,0
486,162,0.486,0.0639636,0.0617828,-0.556781,-0.0555262,0,0,0,0
487,163,0.489,0.0638576,0.0636673,-0.553418,-0.046196,0,0,0,0
488,163,0.489,0.0638675,0.0636814,-0.557992,-0.0456029,0,0,0,0
489,163,0.489,0.0638481,0.0637026,-0.561527,-0.04845,0,0,0,0
490,164,0.492,0.0607438,0.0622805,-0.553593,-0.0492858,0,0,0,0
491,164,0.492,0.0605479,0.0623381,-0.558938,-0.0531763,0,0,0,0
492,164,0.492,0.0604085,0.0623709,-0.562958,-0.0577629,0,0,0,0
493,165,0.495,0.0620367,0.0628385,-0.553452,-0.0547377,0,0,0,0
494,165,0.495,0.0623147,0.0627437,-0.558407,-0.056278,0,0,0,0
495,165,0.495,0.0625181,0.0626692,-0.562223,-0.0594524,0,0,0,0
496,166,0.498,0.0610474,0.0619005,-0.553088,-0.0578931,0,0,0,0
497,166,0.498,0.0607084,0.0608223,-0.557763,-0.059976,0,0,0,0
498,166,0.498,0.060461,0.0600171,-0.561486,-0.0632503,0,0,0,0
499,167,0.501,0.059574,0.0619748,-0.553577,-0.0581092,0,0,0,0
500,167,0.501,0.0595899,0.0620115,-0.559893,-0.0584097,0,0,0,0
501,167,0.501,0.0595734,0.0620379,-0.564819,-0.0606808,0,0,0,0
502,168,0.504,0.0611631,0.0614539,-0.556721,-0.0539235,0,0,0,0
503,168,0.504,0.0617551,0.0613185,-0.564917,-0.0533494,0,0,0,0
504,168,0.504,0.0621907,0.0612147,-0.571254,-0.0551285,0,0,0,0
505,169,0.507,0.0595803,0.0611268,-0.567915,-0.0512533,0,0,0,0
506,169,0.507,0.0586698,0.0606003,-0.577825,-0.0522727,0,0,0,0
507,169,0.507,0.0579967,0.0601752,-0.585555,-0.0548022,0,0,0,0
508,170,0.51,0.0577336,0.0619888,-0.577852,-0.0501636,0,0,0,0
509,170,0.51,0.057645,0.062476,-0.591415,-0.0509041,0,0,0,0
510,170,0.51,0.0576017,0.0628743,-0.601908,-0.0532819,0,0,0,0
511,171,0.513,0.059443,0.0643457,-0.576374,-0.0468977,0,0,0,0
512,171,0.513,0.0597297,0.0647918,-0.593257,-0.047138,0,0,0,0
513,171,0.513,0.0599506,0.0650934,-0.606214,-0.0495127,0,0,0,0
514,172,0.516,0.0569385,0.0612356,-0.590249,-0.0433352,0,0,0,0
515,172,0.516,0.0567585,0.060906,-0.608325,-0.0449908,0,0,0,0
516,172,0.516,0.0566297,0.0606406,-0.621364,-0.0483707,0,0,0,0
517,173,0.519,0.0579027,0.0617947,-0.594734,-0.0450586,0,0,0,0
518,173,0.519,0.0583143,0.0611006,-0.608593,-0.0477495,0,0,0,0
519,173,0.519,0.0586596,0.0605134,-0.617996,-0.0517094,0,0,0,0
520,174,0.522,0.0597166,0.0605278,-0.579176,-0.059923,0,0,0,0
521,174,0.522,0.0603299,0.0599628,-0.584473,-0.0672685,0,0,0,0
522,174,0.522,0.0607935,0.0594746,-0.587569,-0.0729875,0,0,0,0
523,175,0.525,0.0633561,0.0559751,-0.292866,-0.0620262,0,0,0,0
524,175,0.525,0.063344,0.0557144,-0.288014,-0.0563661,0,0,0,0
525,175,0.525,0.0633026,0.0555277,-0.286099,-0.053729,0,0,0,0
526,176,0.528,0.0628676,0.0556523,-0.286239,-0.0701875,0,0,0,0
527,176,0.528,0.0625159,0.055581,-0.294421,-0.0812397,0,0,0,0
528,176,0.528,0.0622354,0.0555237,-0.300617,-0.0887524,0,0,0,0
529,177,0.531,0.0609836,0.0539364,-0.295826,-0.0776573,0,0,0,0
530,177,0.531,0.0607175,0.053868,-0.304594,-0.075226,0,0,0,0
531,177,0.531,0.0604938,0.0537978,-0.311571,-0.076254,0,0,0,0
532,178,0.534,0.0583672,0.0543379,-0.313527,-0.0673975,0,0,0,0
533,178,0.534,0.0582388,0.0543275,-0.323801,-0.0663287,0,0,0,0
534,178,0.534,0.0581478,0.0543334,-0.332011,-0.0681891,0,0,0,0
535,179,0.537,0.0568327,0.0559141,-0.339545,-0.0614173,0,0,0,0
536,179,0.537,0.0565448,0.055661,-0.350255,-0.0612899,0,0,0,0
537,179,0.537,0.0563689,0.0554696,-0.358401,-0.0637867,0,0,0,0
538,180,0.54,0.0578856,0.0578319,-0.364594,-0.0554981,0,0,0,0
539,180,0.54,0.0580066,0.0580898,-0.374242,-0.0550684,0,0,0,0
540,180,0.54,0.0581038,0.0582447,-0.381765,-0.0577895,0,0,0,0
541,181,0.543,0.0589409,0.0593094,-0.390777,-0.0521668,0,0,0,0
542,181,0.543,0.0588705,0.0595608,-0.401079,-0.0531537,0,0,0,0
543,181,0.543,0.0588428,0.0597047,-0.408853,-0.0567035,0,0,0,0
544,182,0.546,0.0586869,0.0587698,-0.418343,-0.052493,0,0,0,0
545,182,0.546,0.0590431,0.0587453,-0.428874,-0.0542402,0,0,0,0
546,182,0.546,0.0593291,0.0587116,-0.436676,-0.0582794,0,0,0,0
547,183,0.549,0.0589435,0.060447,-0.446146,-0.0459233,0,0,0,0
548,183,0.549,0.0591656,0.0608001,-0.456848,-0.0436529,0,0,0,0
549,183,0.549,0.0593117,0.0610056,-0.464743,-0.0458212,0,0,0,0
550,184,0.552,0.0609912,0.0609908,-0.472184,-0.0380036,0,0,0,0
551,184,0.552,0.0610593,0.0609577,-0.480995,-0.0382401,0,0,0,0
552,184,0.552,0.0611008,0.0608692,-0.487563,-0.041745,0,0,0,0
553,185,0.555,0.0617186,0.0619062,-0.493269,-0.0370674,0,0,0,0
554,185,0.555,0.0619704,0.0618419,-0.501199,-0.0387981,0,0,0,0
555,185,0.555,0.0622047,0.0617251,-0.507052,-0.0430074,0,0,0,0
556,186,0.558,0.0594038,0.0622618,-0.51162,-0.0434787,0,0,0,0
557,186,0.558,0.0591713,0.0621342,-0.519202,-0.0471781,0,0,0,0
558,186,0.558,0.0590607,0.0620075,-0.524705,-0.0519857,0,0,0,0
559,187,0.561,0.0606768,0.0620363,-0.524399,-0.0440158,0,0,0,0
560,187,0.561,0.0610928,0.0617327,-0.529767,-0.043659,0,0,0,0
561,187,0.561,0.0614215,0.0614528,-0.533826,-0.0464666,0,0,0,0
562,188,0.564,0.0612492,0.0617523,-0.530815,-0.0408843,0,0,0,0
563,188,0.564,0.0612313,0.0617566,-0.53526,-0.0418664,0,0,0,0
564,188,0.564,0.0611915,0.0617773,-0.538675,-0.0453047,0,0,0,0
565,189,0.567,0.0587585,0.0592662,-0.531036,-0.0451021,0,0,0,0
566,189,0.567,0.0586254,0.0587834,-0.536005,-0.048235,0,0,0,0
567,189,0.567,0.0585246,0.0584149,-0.539811,-0.052307,0,0,0,0
568,190,0.57,0.0589477,0.0601778,-0.531464,-0.0497819,0,0,0,0
569,190,0.57,0.0592244,0.0601886,-0.536388,-0.0512734,0,0,0,0
570,190,0.57,0.059479,0.0601843,-0.540145,-0.0542569,0,0,0,0
571,191,0.573,0.0597031,0.06212,-0.531806,-0.0518784,0,0,0,0
572,191,0.573,0.0599747,0.062103,-0.536581,-0.053518,0,0,0,0
573,191,0.573,0.0601676,0.0620737,-0.54036,-0.0565167,0,0,0,0
574,192,0.576,0.0591444,0.0635772,-0.533088,-0.0517962,0,0,0,0
575,192,0.576,0.0594141,0.0634864,-0.539036,-0.0522107,0,0,0,0
576,192,0.576,0.0596064,0.0634203,-0.543775,-0.0544725,0,0,0,0
577,193,0.579,0.0607801,0.0635977,-0.537268,-0.0497365,0,0,0,0
578,193,0.579,0.0615058,0.0633608,-0.545333,-0.0497949,0,0,0,0
579,193,0.579,0.0620594,0.0631546,-0.551595,-0.0517083,0,0,0,0
580,194,0.582,0.0609194,0.0638352,-0.54939,-0.0459587,0,0,0,0
581,194,0.582,0.0602883,0.0639782,-0.559624,-0.0459911,0,0,0,0
582,194,0.582,0.0598036,0.0640711,-0.567576,-0.047949,0,0,0,0
583,195,0.585,0.0597937,0.066385,-0.561309,-0.0439571,0,0,0,0
584,195,0.585,0.0598569,0.0668676,-0.575051,-0.0450633,0,0,0,0
585,195,0.585,0.0599649,0.0672265,-0.585664,-0.0476086,0,0,0,0
586,196,0.588,0.0607056,0.068607,-0.563921,-0.0423389,0,0,0,0
587,196,0.588,0.0609746,0.0688613,-0.581275,-0.0434098,0,0,0,0
588,196,0.588,0.0611872,0.0690199,-0.594497,-0.0461162,0,0,0,0
589,197,0.591,0.060698,0.0650309,-0.577723,-0.039431,0,0,0,0
590,197,0.591,0.0603542,0.0649026,-0.594781,-0.0399471,0,0,0,0
591,197,0.591,0.0601423,0.0647806,-0.607098,-0.0426248,0,0,0,0
592,198,0.594,0.059823,0.0673172,-0.579587,-0.0335716,0,0,0,0
593,198,0.594,0.0603271,0.0669704,-0.591994,-0.033458,0,0,0,0
594,198,0.594,0.0607354,0.0666534,-0.600433,-0.0360565,0,0,0,0
595,199,0.597,0.0606787,0.066982,-0.562358,-0.0449166,0,0,0,0
596,199,0.597,0.0611495,0.0663249,-0.567515,-0.0529896,0,0,0,0
597,199,0.597,0.0615,0.0657719,-0.570522,-0.0592743,0,0,0,0
598,200,0.6,0.0617559,0.0614733,-0.286196,-0.0616311,0,0,0,0
599,200,0.6,0.0615942,0.0613244,-0.281716,-0.0621016,0,0,0,0
600,200,0.6,0.0614726,0.0611887,-0.279991,-0.0621878,0,0,0,0
601,201,0.603,0.060495,0.0620124,-0.281027,-0.0821271,0,0,0,0
602,201,0.603,0.0601298,0.0621763,-0.289509,-0.0941533,0,0,0,0
603,201,0.603,0.059865,0.0622906,-0.295882,-0.101674,0,0,0,0
604,202,0.606,0.0612303,0.061062,-0.291518,-0.0800696,0,0,0,0
605,202,0.606,0.0611934,0.0610533,-0.300048,-0.0725788,0,0,0,0
606,202,0.606,0.0611385,0.0610323,-0.306853,-0.0711601,0,0,0,0
607,203,0.609,0.0599647,0.0616767,-0.307729,-0.0560939,0,0,0,0
608,203,0.609,0.0598691,0.0616531,-0.317028,-0.0518916,0,0,0,0
609,203,0.609,0.0598243,0.0616614,-0.324522,-0.0523035,0,0,0,0
610,204,0.612,0.0573849,0.0642237,-0.330733,-0.0501843,0,0,0,0
611,204,0.612,0.0572905,0.0639939,-0.340533,-0.0522736,0,0,0,0
612,204,0.612,0.0572487,0.0638264,-0.348036,-0.0557986,0,0,0,0
613,205,0.615,0.0583736,0.0656018,-0.353757,-0.0531549,0,0,0,0
614,205,0.615,0.0586636,0.0659298,-0.36311,-0.0550221,0,0,0,0
615,205,0.615,0.0588997,0.0661733,-0.37041,-0.0586101,0,0,0,0
616,206,0.618,0.0585681,0.0658126,-0.379657,-0.0503636,0,0,0,0
617,206,0.618,0.0583105,0.0662074,-0.390127,-0.0499648,0,0,0,0
618,206,0.618,0.0581547,0.0665146,-0.397946,-0.0527896,0,0,0,0
619,207,0.621,0.0589895,0.066482,-0.407601,-0.0471872,0,0,0,0
620,207,0.621,0.0594039,0.066674,-0.41745,-0.0481504,0,0,0,0
621,207,0.621,0.0597467,0.0667957,-0.424753,-0.0517586,0,0,0,0
622,208,0.624,0.0580851,0.066946,-0.433561,-0.0397452,0,0,0,0
623,208,0.624,0.0580765,0.0672788,-0.443744,-0.0375773,0,0,0,0
624,208,0.624,0.0580892,0.0675237,-0.451232,-0.039689,0,0,0,0
625,209,0.627,0.0591141,0.0683129,-0.457418,-0.0354284,0,0,0,0
626,209,0.627,0.0592553,0.0684172,-0.465312,-0.0371359,0,0,0,0
627,209,0.627,0.059394,0.068462,-0.47121,-0.0411807,0,0,0,0
628,210,0.63,0.0612575,0.0698401,-0.476114,-0.035422,0,0,0,0
629,210,0.63,0.061816,0.0696946,-0.483358,-0.0364659,0,0,0,0
630,210,0.63,0.0622476,0.0695082,-0.488741,-0.0402542,0,0,0,0
631,211,0.633,0.0609848,0.069785,-0.493116,-0.0378973,0,0,0,0
632,211,0.633,0.0613368,0.0696995,-0.500491,-0.040215,0,0,0,0
633,211,0.633,0.0616243,0.0695655,-0.505871,-0.0443601,0,0,0,0
634,212,0.636,0.0616917,0.0697064,-0.505689,-0.0400564,0,0,0,0
635,212,0.636,0.0617508,0.0697577,-0.510938,-0.0412541,0,0,0,0
636,212,0.636,0.0618357,0.0697748,-0.514883,-0.0446737,0,0,0,0
637,213,0.639,0.0613662,0.070459,-0.511907,-0.0380968,0,0,0,0
638,213,0.639,0.0614043,0.0703501,-0.516026,-0.0383869,0,0,0,0
639,213,0.639,0.0614442,0.070255,-0.519212,-0.0414152,0,0,0,0
640,214,0.642,0.0601343,0.0681163,-0.512111,-0.0397553,0,0,0,0
641,214,0.642,0.0602747,0.0678532,-0.516941,-0.0421821,0,0,0,0
642,214,0.642,0.0603773,0.0676505,-0.520608,-0.0459476,0,0,0,0
643,215,0.645,0.0601249,0.0679301,-0.512694,-0.0455016,0,0,0,0
644,215,0.645,0.0602964,0.0677823,-0.517536,-0.0479153,0,0,0,0
645,215,0.645,0.0604536,0.0676594,-0.521273,-0.0513224,0,0,0,0
646,216,0.648,0.0597907,0.0699146,-0.51394,-0.0497411,0,0,0,0
647,216,0.648,0.0603751,0.0693866,-0.518503,-0.0516479,0,0,0,0
648,216,0.648,0.0608304,0.0689551,-0.522173,-0.054685,0,0,0,0
649,217,0.651,0.0604011,0.0715964,-0.516219,-0.0479938,0,0,0,0
650,217,0.651,0.0607128,0.0722154,-0.522712,-0.0473916,0,0,0,0
651,217,0.651,0.0609689,0.0726978,-0.527807,-0.049162,0,0,0,0
652,218,0.654,0.0623946,0.0722591,-0.5225,-0.0438045,0,0,0,0
653,218,0.654,0.0627395,0.071932,-0.530689,-0.0437497,0,0,0,0
654,218,0.654,0.0629305,0.0716672,-0.537063,-0.0456857,0,0,0,0
655,219,0.657,0.0622986,0.0689738,-0.535393,-0.0423525,0,0,0,0
656,219,0.657,0.0618553,0.0683883,-0.545296,-0.0434536,0,0,0,0
657,219,0.657,0.0615225,0.0679161,-0.553014,-0.0459383,0,0,0,0
658,220,0.66,0.060399,0.0733906,-0.546875,-0.0429723,0,0,0,0
659,220,0.66,0.060154,0.0739255,-0.560036,-0.0442755,0,0,0,0
660,220,0.66,0.0600155,0.0743093,-0.570225,-0.0467782,0,0,0,0
661,221,0.663,0.0607962,0.0761434,-0.549933,-0.0375885,0,0,0,0
662,221,0.663,0.0611595,0.0765789,-0.566531,-0.0364196,0,0,0,0
663,221,0.663,0.0614438,0.0769027,-0.579181,-0.0381562,0,0,0,0
664,222,0.666,0.0616847,0.0738247,-0.564536,-0.0333478,0,0,0,0
665,222,0.666,0.0616117,0.0737511,-0.581297,-0.0357206,0,0,0,0
666,222,0.666,0.0615461,0.0736903,-0.593387,-0.0394013,0,0,0,0
667,223,0.669,0.0606351,0.0758547,-0.567411,-0.0377841,0,0,0,0
668,223,0.669,0.0610903,0.0756749,-0.580061,-0.0410278,0,0,0,0
669,223,0.669,0.0614404,0.0754796,-0.588653,-0.0451167,0,0,0,0
670,224,0.672,0.0605875,0.0719215,-0.551339,-0.0531378,0,0,0,0
671,224,0.672,0.0608136,0.0709123,-0.556059,-0.0603105,0,0,0,0
672,224,0.672,0.0609866,0.0701251,-0.55879,-0.0658589,0,0,0,0
673,225,0.675,0.0625919,0.0656985,-0.281494,-0.0555524,0,0,0,0
674,225,0.675,0.0624682,0.0653718,-0.276704,-0.0501677,0,0,0,0
675,225,0.675,0.0623842,0.0651138,-0.274745,-0.0477087,0,0,0,0
676,226,0.678,0.0617837,0.0663114,-0.27476,-0.0627795,0,0,0,0
